amfi_code,date,nav,close_value,indexed_nav,indexed_benchmark,scheme_name,fund_house,category,plan,benchmark_name,benchmark_index_code
100016,2022-01-03,520.4608,17778.24,100.0,100.0,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-04,515.0971,17537.52,98.96943247214776,98.64598520438467,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-05,521.7239,17607.73,100.24268878655222,99.04090618643913,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-06,515.788,17556.05,99.1021802218342,98.75021374444263,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-07,515.1639,17664.02,98.98226725240403,99.35752920424068,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-10,510.7136,17516.51,98.12719805218761,98.52780702701727,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-11,513.5542,17603.08,98.67298363296526,99.01475061648397,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-12,512.3195,17763.76,98.43575154939622,99.91855211764492,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-13,510.2445,17830.3,98.03706638425028,100.29282988642294,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-14,514.3636,17578.93,98.82849966798653,98.87891039832964,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-17,514.7627,17945.01,98.90518171589486,100.93805686052161,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-18,517.3803,18041.24,99.40812065000863,101.47933653725003,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-19,513.1866,18014.52,98.60235391407001,101.32904044494842,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-20,507.1294,18115.34,97.43853907921596,101.89613820040677,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-21,507.871,18440.19,97.58102819655198,103.72337194232948,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-24,506.7062,18236.66,97.35722651926909,102.57854545781808,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-25,509.7762,18409.39,97.94708842625613,103.55012644671237,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-26,509.68,18393.08,97.92860480558767,103.45838508198786,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-27,510.8661,18354.08,98.15649901010798,103.23901578558959,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-28,503.8641,18324.13,96.81115273234796,103.07055141566319,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-01-31,512.5903,18021.52,98.48778236516564,101.36841442122504,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-01,512.1124,18101.19,98.39595988785324,101.81654651979046,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-02,515.5386,17753.35,99.05426114704508,99.85999739006785,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-03,512.0153,17685.95,98.3773033434987,99.48088224706157,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-04,513.6729,17621.67,98.69579034578591,99.11931664776714,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-07,508.0666,17574.94,97.61861027766166,98.85646723185195,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-08,510.3595,17275.41,98.05916218858367,97.17165478697552,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-09,509.0223,17410.12,97.80223601854358,97.92937883615025,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-10,509.4161,17157.83,97.87789973807826,96.51028448260345,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-11,512.826,17036.29,98.53306915717765,95.82663975736631,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-14,507.5435,16968.48,97.51810318855907,95.44521842432096,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-15,504.7492,16932.91,96.98121357074348,95.2451423762982,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-16,507.0506,16993.92,97.42339864981187,95.58831470381767,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-17,516.7872,17004.75,99.29416394087701,95.64923186997137,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-18,516.4246,17284.03,99.2244949091267,97.2201410263333,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-21,519.3918,17341.61,99.79460508841397,97.54402010547724,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
100016,2022-02-22,519.1698,17389.05,99.75195057917908,97.81086316755763,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,Regular,NIFTY 100 TRI,NIFTY100
